id,x,y,z,timestamp
467,150.29308,-33.748657,607.8,2014-07-11 15:41:12
468,150.293,-33.748875,616.9,2014-07-11 15:42:06
469,150.29298,-33.7491,621.4,2014-07-11 15:42:50
470,150.29282,-33.74929,626,2014-07-11 15:45:52
471,150.29271,-33.749504,634.2,2014-07-11 15:46:45
472,150.29263,-33.749718,640.1,2014-07-11 15:48:18
473,150.29257,-33.74994,637.2,2014-07-11 15:49:19
474,150.29247,-33.750145,643.7,2014-07-11 15:50:14
475,150.29236,-33.750362,647.9,2014-07-11 15:50:46
476,150.29227,-33.750572,644.4,2014-07-11 15:52:06
477,150.29214,-33.75079,645.5,2014-07-11 15:52:54
478,150.29205,-33.751,653.9,2014-07-11 15:53:25
479,150.29208,-33.751225,657.7,2014-07-11 15:55:53
480,150.29195,-33.75142,659.1,2014-07-11 15:57:13
481,150.29178,-33.75161,665.3,2014-07-11 16:00:00
482,150.29167,-33.75182,673.4,2014-07-11 16:00:40
483,150.2916,-33.752037,668.7,2014-07-11 16:02:14
484,150.29143,-33.752224,679.3,2014-07-11 16:02:50
485,150.29135,-33.75244,685.4,2014-07-11 16:03:25
486,150.29126,-33.75266,686.4,2014-07-11 16:04:00
487,150.29126,-33.752884,682.2,2014-07-11 16:06:39
488,150.2911,-33.75308,691,2014-07-11 16:07:44
489,150.29102,-33.753292,695.5,2014-07-11 16:08:43
490,150.29095,-33.753513,708,2014-07-11 16:09:48
491,150.2908,-33.753696,710.3,2014-07-11 16:10:44
492,150.29074,-33.75392,719,2014-07-11 16:11:29
493,150.29066,-33.75414,725.9,2014-07-11 16:12:21
494,150.29059,-33.754356,728.3,2014-07-11 16:12:52
495,150.2905,-33.754566,727.7,2014-07-11 16:19:16
496,150.29045,-33.754787,729,2014-07-11 16:20:28
497,150.29031,-33.75499,735.3,2014-07-11 16:21:35
498,150.29025,-33.75521,733,2014-07-11 16:23:38
499,150.29016,-33.75543,745.4,2014-07-11 16:26:04
500,150.29015,-33.755657,754.8,2014-07-11 16:27:34
501,150.28992,-33.75553,752.4,2014-07-11 16:30:10
502,150.28976,-33.755344,755.7,2014-07-11 16:30:38
503,150.2896,-33.755165,758.4,2014-07-11 16:31:14
504,150.28944,-33.754967,758.9,2014-07-11 16:31:37
505,150.28926,-33.754787,762.6,2014-07-11 16:32:02
506,150.28911,-33.754604,760.7,2014-07-11 16:32:23
507,150.28906,-33.754383,761.8,2014-07-11 16:32:44
508,150.28891,-33.754185,759.2,2014-07-11 16:33:51
509,150.28868,-33.75405,750.2,2014-07-11 16:34:09
510,150.28853,-33.753872,748.9,2014-07-11 16:34:44
511,150.28838,-33.753674,743.5,2014-07-11 16:35:26
512,150.28828,-33.753452,738.4,2014-07-11 16:35:44
513,150.28818,-33.75324,740,2014-07-11 16:35:59
514,150.28806,-33.75303,736.2,2014-07-11 16:36:23
515,150.28792,-33.75281,739.8,2014-07-11 16:36:36
516,150.28784,-33.752586,747,2014-07-11 16:36:56
517,150.28767,-33.752403,750,2014-07-11 16:37:19
518,150.2875,-33.752193,754.7,2014-07-11 16:37:34
519,150.28738,-33.751987,755.6,2014-07-11 16:37:46
520,150.28723,-33.751793,754.6,2014-07-11 16:38:10
521,150.28711,-33.751583,755.9,2014-07-11 16:38:27
522,150.28699,-33.75138,754.9,2014-07-11 16:38:47
523,150.28683,-33.751186,756.2,2014-07-11 16:39:06
524,150.28671,-33.750977,755.4,2014-07-11 16:39:23
525,150.28659,-33.75077,753.2,2014-07-11 16:39:38
526,150.28642,-33.75059,751.6,2014-07-11 16:40:02
527,150.2863,-33.750393,750.1,2014-07-11 16:40:23
528,150.28612,-33.750206,751.6,2014-07-11 16:40:44
529,150.28598,-33.750015,751.6,2014-07-11 16:40:59
530,150.28581,-33.74983,754,2014-07-11 16:41:19
531,150.28566,-33.749634,753,2014-07-11 16:41:40
532,150.28555,-33.749424,752,2014-07-11 16:41:59
533,150.28546,-33.749203,753.5,2014-07-11 16:42:26
534,150.28525,-33.749058,753.3,2014-07-11 16:42:51
535,150.28508,-33.748875,753.8,2014-07-11 16:43:17
536,150.28496,-33.74866,759.8,2014-07-11 16:43:38
537,150.28484,-33.74845,757.2,2014-07-11 16:44:07
538,150.28468,-33.748257,754.7,2014-07-11 16:44:25
539,150.28458,-33.748047,756.1,2014-07-11 16:45:00
540,150.28444,-33.747845,761.2,2014-07-11 16:45:14
541,150.28436,-33.74762,763.3,2014-07-11 16:45:37
542,150.28421,-33.747425,765.7,2014-07-11 16:45:52
543,150.28398,-33.747284,770.2,2014-07-11 16:46:28
544,150.28389,-33.74706,775.4,2014-07-11 16:46:43
545,150.28372,-33.746864,772.7,2014-07-11 16:47:07
546,150.28348,-33.74673,773.7,2014-07-11 16:47:34
547,150.2834,-33.746506,777.3,2014-07-11 16:47:52
548,150.28333,-33.74628,778.3,2014-07-11 16:48:06
549,150.28331,-33.74605,778.7,2014-07-11 16:48:27
550,150.28323,-33.74583,777.7,2014-07-11 16:48:45
551,150.28316,-33.7456,776.7,2014-07-11 16:49:06
552,150.28308,-33.74537,778,2014-07-11 16:49:37
553,150.28302,-33.745144,775.8,2014-07-11 16:49:54
554,150.28296,-33.74491,778.9,2014-07-11 16:50:11
555,150.28293,-33.744682,783.3,2014-07-11 16:50:33
556,150.28285,-33.74446,783.1,2014-07-11 16:51:12
557,150.28278,-33.744244,783.2,2014-07-11 16:51:21
558,150.28276,-33.744015,782.3,2014-07-11 16:51:31
559,150.28284,-33.74379,777,2014-07-11 16:51:54
560,150.28278,-33.743557,775,2014-07-11 16:52:12
561,150.28279,-33.743332,769.7,2014-07-11 16:52:29
562,150.28278,-33.743095,764.1,2014-07-11 16:52:47
563,150.2829,-33.742893,761.4,2014-07-11 16:53:33
564,150.28296,-33.742664,760.1,2014-07-11 16:53:53
565,150.28287,-33.74244,759.3,2014-07-11 16:54:08
566,150.28279,-33.742218,759.3,2014-07-11 16:54:32
567,150.28276,-33.74199,762.4,2014-07-11 16:55:20
568,150.2828,-33.74176,765.8,2014-07-11 16:55:38
569,150.28287,-33.741528,760.2,2014-07-11 16:55:52
570,150.28294,-33.74131,758.4,2014-07-11 16:56:07
571,150.28302,-33.74108,758.9,2014-07-11 16:56:22
572,150.28316,-33.74088,761.6,2014-07-11 16:57:00
573,150.28326,-33.74067,763.8,2014-07-11 16:57:16
574,150.28326,-33.74044,762.8,2014-07-11 16:57:32
575,150.28336,-33.74022,764.1,2014-07-11 16:57:48
576,150.28343,-33.739998,765.5,2014-07-11 16:58:07
577,150.28348,-33.73977,762.8,2014-07-11 16:58:26
578,150.2836,-33.739567,765.8,2014-07-11 16:58:47
579,150.28381,-33.739418,766.8,2014-07-11 16:59:22
580,150.28409,-33.73935,768.3,2014-07-11 16:59:47
581,150.28432,-33.73922,765.2,2014-07-11 17:00:01
582,150.28442,-33.739017,760.6,2014-07-11 17:00:33
583,150.28445,-33.73879,767,2014-07-11 17:00:52
584,150.28447,-33.738556,769.4,2014-07-11 17:01:09
585,150.2844,-33.73834,778.9,2014-07-11 17:03:12
586,150.28416,-33.73821,817.4,2014-07-11 17:04:25
587,150.28395,-33.73808,821.7,2014-07-11 17:05:24
588,150.28374,-33.73793,833.5,2014-07-11 17:06:08
589,150.2835,-33.73781,847.8,2014-07-11 17:07:04
590,150.28336,-33.737617,844.2,2014-07-11 17:07:30
591,150.2832,-33.73743,852.8,2014-07-11 17:08:23
592,150.2831,-33.73722,856.6,2014-07-11 17:12:20
593,150.28285,-33.73711,865.4,2014-07-11 17:12:39
594,150.28273,-33.736908,886.8,2014-07-11 17:14:01
595,150.2826,-33.736713,905.3,2014-07-11 17:15:26
596,150.28232,-33.736694,908.7,2014-07-11 17:16:34
597,150.28253,-33.736538,937.2,2014-07-11 17:20:37
598,150.2828,-33.73649,945.8,2014-07-11 17:26:39
599,150.28299,-33.736317,941.8,2014-07-11 17:26:56
600,150.28297,-33.73609,930.6,2014-07-11 17:27:15
601,150.283,-33.735867,930.4,2014-07-11 17:28:27
602,150.28299,-33.73564,955.1,2014-07-11 17:34:41
603,150.28276,-33.735516,968,2014-07-11 17:36:12
604,150.28265,-33.735302,973.5,2014-07-11 17:36:53
605,150.28262,-33.735077,977.1,2014-07-11 17:37:17
606,150.28258,-33.73485,981,2014-07-11 17:37:40
607,150.28247,-33.73464,974.8,2014-07-11 17:38:01
608,150.28238,-33.73443,980.5,2014-07-11 17:40:07
609,150.28249,-33.73421,980.3,2014-07-11 17:41:26
610,150.28267,-33.73402,975.9,2014-07-11 17:41:40
611,150.28291,-33.733887,975.6,2014-07-11 17:41:51
612,150.2832,-33.73387,977.6,2014-07-11 17:42:05
613,150.28345,-33.73377,976.3,2014-07-11 17:42:15
614,150.28369,-33.73366,979.7,2014-07-11 17:42:40
615,150.28395,-33.733566,977.8,2014-07-11 17:42:47
616,150.28415,-33.733406,975.3,2014-07-11 17:42:54
617,150.28424,-33.733192,972.4,2014-07-11 17:43:05
618,150.28423,-33.732944,968.7,2014-07-11 17:43:16
619,150.28418,-33.732716,967.1,2014-07-11 17:43:23
620,150.28416,-33.73245,964.8,2014-07-11 17:43:29
621,150.28415,-33.732197,962.5,2014-07-11 17:43:34
622,150.28427,-33.731968,959.7,2014-07-11 17:43:39
623,150.28456,-33.73185,959.6,2014-07-11 17:43:44
624,150.28482,-33.731964,959.1,2014-07-11 17:43:48
625,150.28503,-33.732124,956.6,2014-07-11 17:43:54
626,150.2853,-33.732185,955.5,2014-07-11 17:43:59
627,150.28555,-33.732098,955.7,2014-07-11 17:44:03
628,150.2858,-33.731895,955.1,2014-07-11 17:44:07
629,150.28598,-33.73171,954.8,2014-07-11 17:44:11
630,150.28604,-33.731445,953.6,2014-07-11 17:44:17
631,150.28612,-33.731194,952.3,2014-07-11 17:44:21
632,150.28627,-33.73099,949.2,2014-07-11 17:44:25
633,150.28653,-33.730843,949.6,2014-07-11 17:44:29
634,150.28679,-33.73073,948.7,2014-07-11 17:44:33
635,150.28712,-33.730637,948.3,2014-07-11 17:44:37
636,150.2874,-33.73055,947.4,2014-07-11 17:44:41
637,150.28761,-33.730427,946.5,2014-07-11 17:44:45
638,150.28783,-33.7302,945.6,2014-07-11 17:44:49
639,150.288,-33.73,945.7,2014-07-11 17:44:54
640,150.2883,-33.729908,945.5,2014-07-11 17:45:02
641,150.28851,-33.729763,946,2014-07-11 17:45:07
642,150.28873,-33.72961,945.8,2014-07-11 17:45:11
643,150.28885,-33.729404,945.7,2014-07-11 17:45:16
644,150.28886,-33.72912,947.8,2014-07-11 17:45:21
645,150.28885,-33.728867,949.1,2014-07-11 17:45:25
646,150.28894,-33.728645,950.4,2014-07-11 17:45:30
647,150.2892,-33.728554,950.5,2014-07-11 17:45:34
648,150.28949,-33.72857,951.3,2014-07-11 17:45:38
649,150.28978,-33.728523,952.8,2014-07-11 17:45:42
650,150.29,-33.72834,953.1,2014-07-11 17:45:46
651,150.29019,-33.728157,954.4,2014-07-11 17:45:50
652,150.2904,-33.72794,957.7,2014-07-11 17:45:57
653,150.29066,-33.72784,958.3,2014-07-11 17:46:02
654,150.29097,-33.727787,958.3,2014-07-11 17:46:07
655,150.29126,-33.727848,961.1,2014-07-11 17:46:11
656,150.29152,-33.727936,962.5,2014-07-11 17:46:15
657,150.29175,-33.728058,962.5,2014-07-11 17:46:19
658,150.29202,-33.727997,962.7,2014-07-11 17:46:23
659,150.29227,-33.728138,964.5,2014-07-11 17:46:27
660,150.29259,-33.728256,964.9,2014-07-11 17:46:32
661,150.29286,-33.728203,967.7,2014-07-11 17:46:36
662,150.29314,-33.728348,971.1,2014-07-11 17:46:42
663,150.29338,-33.728455,974.5,2014-07-11 17:46:47
664,150.29369,-33.728424,974.4,2014-07-11 17:46:51
665,150.29402,-33.728367,974.3,2014-07-11 17:46:55
666,150.29434,-33.72844,974.9,2014-07-11 17:47:00
667,150.29454,-33.728622,979.6,2014-07-11 17:47:04
668,150.29482,-33.72874,979.1,2014-07-11 17:47:08
669,150.2951,-33.728733,969.2,2014-07-11 17:47:11
670,150.29544,-33.728817,975.1,2014-07-11 17:47:15
671,150.29572,-33.728947,978.2,2014-07-11 17:47:18
672,150.29599,-33.72914,981.7,2014-07-11 17:47:22
673,150.296,-33.72888,995.3,2014-07-11 17:47:36
674,150.29576,-33.728718,998.2,2014-07-11 17:47:39
675,150.29547,-33.728504,1000.8,2014-07-11 17:47:42
676,150.29524,-33.728355,1001.7,2014-07-11 17:47:45
677,150.29529,-33.72811,1005.6,2014-07-11 17:47:50
678,150.29552,-33.727947,1006.8,2014-07-11 17:47:54
679,150.29579,-33.727974,1006.9,2014-07-11 17:47:59
680,150.29607,-33.728146,1006.7,2014-07-11 17:48:03
681,150.29636,-33.72834,1006.9,2014-07-11 17:48:06
682,150.29659,-33.728477,1006.8,2014-07-11 17:48:08
683,150.29688,-33.728584,1006.6,2014-07-11 17:48:10
684,150.29718,-33.728638,1006.8,2014-07-11 17:48:12
685,150.29749,-33.72867,1007.4,2014-07-11 17:48:14
686,150.2978,-33.728714,1007.1,2014-07-11 17:48:16
687,150.29813,-33.72876,1007.4,2014-07-11 17:48:18
688,150.29848,-33.728813,1007.3,2014-07-11 17:48:20
689,150.29883,-33.72886,1007.3,2014-07-11 17:48:22
690,150.29915,-33.72889,1007.2,2014-07-11 17:48:24
691,150.29945,-33.728954,1007.1,2014-07-11 17:48:26
692,150.29982,-33.72905,1006.8,2014-07-11 17:48:29
693,150.29985,-33.72881,1005.5,2014-07-11 17:48:32
694,150.29993,-33.72853,1003,2014-07-11 17:48:35
695,150.29999,-33.728294,999.4,2014-07-11 17:48:37
696,150.30002,-33.728065,997.5,2014-07-11 17:48:39
697,150.30005,-33.72784,994.9,2014-07-11 17:48:42
698,150.30035,-33.727936,992.1,2014-07-11 17:48:49
699,150.30058,-33.727814,989.2,2014-07-11 17:49:01
700,150.30026,-33.727837,981.4,2014-07-11 17:59:10
701,150.30003,-33.727673,984.5,2014-07-11 17:59:18
702,150.30008,-33.72744,983.5,2014-07-11 17:59:21
703,150.3003,-33.727207,983,2014-07-11 17:59:25
704,150.30058,-33.727043,983.2,2014-07-11 17:59:28
705,150.30084,-33.72692,983.5,2014-07-11 17:59:30
706,150.30113,-33.726734,984.8,2014-07-11 17:59:33
707,150.30145,-33.726597,983,2014-07-11 17:59:36
708,150.30179,-33.72645,982.3,2014-07-11 17:59:39
709,150.30212,-33.726326,982.5,2014-07-11 17:59:42
710,150.30247,-33.726204,983.1,2014-07-11 17:59:45
711,150.30278,-33.726097,982.2,2014-07-11 17:59:49
712,150.30305,-33.726006,979.6,2014-07-11 17:59:59
713,150.30334,-33.72609,978.2,2014-07-11 18:00:02
714,150.30367,-33.72617,976.8,2014-07-11 18:00:05
715,150.30403,-33.72623,975.1,2014-07-11 18:00:08
716,150.30438,-33.726257,975.2,2014-07-11 18:00:11
717,150.3047,-33.726147,974,2014-07-11 18:00:14
718,150.30496,-33.72595,973.7,2014-07-11 18:00:17
719,150.30519,-33.72568,974.7,2014-07-11 18:00:20
720,150.30544,-33.7254,974.9,2014-07-11 18:00:23
721,150.30562,-33.725227,975,2014-07-11 18:00:25
722,150.30598,-33.72514,974,2014-07-11 18:00:28
723,150.30635,-33.72518,973.5,2014-07-11 18:00:31
724,150.30669,-33.725246,974.9,2014-07-11 18:00:34
725,150.30705,-33.7253,975.7,2014-07-11 18:00:37
726,150.30742,-33.725357,976.4,2014-07-11 18:00:40
727,150.3078,-33.72542,977.3,2014-07-11 18:00:43
728,150.30815,-33.725483,976.5,2014-07-11 18:00:46
729,150.30843,-33.725513,977.6,2014-07-11 18:00:49
730,150.3087,-33.72542,979.9,2014-07-11 18:00:52
731,150.30893,-33.725243,981.5,2014-07-11 18:00:55
732,150.30914,-33.72506,980.9,2014-07-11 18:00:58
733,150.30936,-33.724834,983.8,2014-07-11 18:01:02
734,150.30951,-33.724613,984.7,2014-07-11 18:01:07
735,150.30956,-33.724384,985.7,2014-07-11 18:01:10
736,150.3096,-33.724064,987.5,2014-07-11 18:01:13
737,150.30965,-33.723755,987,2014-07-11 18:01:16
738,150.30972,-33.723507,986.5,2014-07-11 18:01:18
739,150.30975,-33.723278,986.7,2014-07-11 18:01:20
740,150.30984,-33.72295,987,2014-07-11 18:01:23
741,150.3099,-33.72263,987,2014-07-11 18:01:26
742,150.30997,-33.722298,987.1,2014-07-11 18:01:29
743,150.31,-33.722073,987.3,2014-07-11 18:01:31
744,150.31004,-33.721756,988.1,2014-07-11 18:01:34
745,150.31013,-33.721447,988,2014-07-11 18:01:37
746,150.31018,-33.721214,988.5,2014-07-11 18:01:39
747,150.31021,-33.720985,989.4,2014-07-11 18:01:41
748,150.31023,-33.720757,988.9,2014-07-11 18:01:43
749,150.31029,-33.720448,989,2014-07-11 18:01:46
750,150.3104,-33.720192,989.6,2014-07-11 18:01:49
751,150.3104,-33.719864,990.4,2014-07-11 18:01:52
752,150.31041,-33.71954,991.6,2014-07-11 18:01:55
753,150.3104,-33.719296,992.1,2014-07-11 18:01:57
754,150.31046,-33.719067,992.7,2014-07-11 18:01:59
755,150.31055,-33.718773,993.1,2014-07-11 18:02:02
756,150.31065,-33.718483,995.1,2014-07-11 18:02:05
757,150.31071,-33.718166,996.4,2014-07-11 18:02:08
758,150.31076,-33.71788,996.3,2014-07-11 18:02:11
759,150.3108,-33.717648,998.7,2014-07-11 18:02:14
760,150.3108,-33.71741,1001.2,2014-07-11 18:02:22
761,150.31084,-33.717182,1002.5,2014-07-11 18:02:28
762,150.31093,-33.716953,1003.4,2014-07-11 18:02:35
763,150.31104,-33.716698,1006.9,2014-07-11 18:02:39
764,150.31108,-33.71642,1007.9,2014-07-11 18:02:43
765,150.31111,-33.716156,1007.9,2014-07-11 18:02:47
766,150.31116,-33.71592,1008.6,2014-07-11 18:02:52
767,150.3112,-33.715694,1008.8,2014-07-11 18:03:03
768,150.31117,-33.71593,1039.1,2014-07-11 18:03:36
769,150.31117,-33.716156,1046.8,2014-07-11 18:04:00
770,150.31126,-33.715927,1037.6,2014-07-11 18:05:15
771,150.31134,-33.71568,1043.5,2014-07-11 18:05:24
772,150.31142,-33.715435,1045.8,2014-07-11 18:05:49
773,150.31145,-33.715164,1047.1,2014-07-11 18:05:52
774,150.31146,-33.71491,1045.8,2014-07-11 18:05:55
775,150.3115,-33.714638,1045.3,2014-07-11 18:05:58
776,150.31154,-33.714367,1045.7,2014-07-11 18:06:01
777,150.31157,-33.714096,1046.8,2014-07-11 18:06:04
778,150.3116,-33.71387,1047.5,2014-07-11 18:06:07
779,150.31166,-33.71359,1048.7,2014-07-11 18:06:11
780,150.3117,-33.713364,1048,2014-07-11 18:06:14
781,150.31177,-33.713127,1048.1,2014-07-11 18:06:17
782,150.31184,-33.712887,1047.8,2014-07-11 18:06:21
783,150.31184,-33.712643,1048,2014-07-11 18:06:29
784,150.31178,-33.712376,1049.1,2014-07-11 18:06:47
785,150.31207,-33.71237,1049.6,2014-07-11 18:06:53
786,150.31236,-33.712387,1048,2014-07-11 18:06:58
787,150.31265,-33.712383,1049.1,2014-07-11 18:07:02
788,150.31277,-33.712627,1048.5,2014-07-11 18:07:07
789,150.31273,-33.712868,1048.8,2014-07-11 18:07:10
790,150.31271,-33.713127,1047.1,2014-07-11 18:07:13
791,150.31282,-33.713375,1047.1,2014-07-11 18:07:16
792,150.3129,-33.71366,1046.4,2014-07-11 18:07:19
793,150.31288,-33.71396,1046.1,2014-07-11 18:07:22
794,150.31284,-33.714184,1044.9,2014-07-11 18:07:24
795,150.31277,-33.714504,1042.6,2014-07-11 18:07:27
796,150.3127,-33.714813,1041.9,2014-07-11 18:07:30
797,150.31265,-33.715153,1039.8,2014-07-11 18:07:33
798,150.3126,-33.71538,1038.8,2014-07-11 18:07:35
799,150.31258,-33.715694,1038.5,2014-07-11 18:07:38
800,150.31252,-33.715965,1045.9,2014-07-11 18:07:41
801,150.31245,-33.716248,1040.4,2014-07-11 18:07:44
802,150.31241,-33.71653,1038.6,2014-07-11 18:07:47
803,150.31236,-33.716816,1038.3,2014-07-11 18:07:51
804,150.31233,-33.717068,1038.5,2014-07-11 18:07:54
805,150.3123,-33.7173,1038,2014-07-11 18:07:58
806,150.31241,-33.717552,1035.7,2014-07-11 18:08:03
807,150.31244,-33.717804,1034.5,2014-07-11 18:08:07
808,150.31236,-33.718067,1034.1,2014-07-11 18:08:11
809,150.31229,-33.718334,1032.8,2014-07-11 18:08:15
810,150.31221,-33.718597,1032.4,2014-07-11 18:08:18
811,150.31215,-33.718925,1032.6,2014-07-11 18:08:21
812,150.31209,-33.719193,1029.8,2014-07-11 18:08:24
813,150.31229,-33.71942,1028.9,2014-07-11 18:08:28
814,150.31267,-33.719482,1027.8,2014-07-11 18:08:32
815,150.31302,-33.719547,1026.1,2014-07-11 18:08:35
816,150.31339,-33.719616,1024.4,2014-07-11 18:08:38
817,150.3137,-33.719643,1025.1,2014-07-11 18:08:41
818,150.31403,-33.719666,1024.8,2014-07-11 18:08:44
819,150.31439,-33.719723,1019.8,2014-07-11 18:08:47
820,150.31479,-33.719772,1016.1,2014-07-11 18:08:50
821,150.31517,-33.71982,1015,2014-07-11 18:08:53
822,150.3155,-33.719864,1011.9,2014-07-11 18:08:56
823,150.3158,-33.719917,1010.9,2014-07-11 18:09:00
824,150.31583,-33.72015,1011.3,2014-07-11 18:09:07
825,150.31578,-33.72041,1011.8,2014-07-11 18:09:12
826,150.31572,-33.720676,1011.8,2014-07-11 18:09:17
827,150.31563,-33.720932,1011.5,2014-07-11 18:09:21
828,150.31555,-33.72117,1011.4,2014-07-11 18:09:25
829,150.3156,-33.72144,1011.5,2014-07-11 18:09:29
830,150.31557,-33.721672,1010.7,2014-07-11 18:09:33
831,150.31555,-33.7219,1009.8,2014-07-11 18:11:36
832,150.31581,-33.72198,1002,2014-07-11 18:12:13
833,150.3161,-33.722023,1007.4,2014-07-11 18:24:09
834,150.31638,-33.721977,1007.1,2014-07-11 18:24:21
835,150.31613,-33.722088,1003,2014-07-11 18:25:16
836,150.3163,-33.721912,1014.6,2014-07-11 18:27:04
837,150.3161,-33.722073,1014.7,2014-07-11 18:28:30
838,150.31612,-33.722343,1014.3,2014-07-11 18:30:10
839,150.31615,-33.722115,1012.3,2014-07-11 18:30:41
840,150.3159,-33.721996,1002.5,2014-07-11 19:23:55
841,150.31563,-33.721973,999.1,2014-07-11 19:24:23
842,150.31557,-33.72174,1004.4,2014-07-11 19:24:44
843,150.31554,-33.721504,1003.8,2014-07-11 19:24:58
844,150.3153,-33.721375,1001,2014-07-11 19:25:17
845,150.31503,-33.721348,1006.3,2014-07-11 19:25:32
846,150.31476,-33.721317,1006.9,2014-07-11 19:25:51
847,150.31448,-33.721264,1005.9,2014-07-11 19:26:07
848,150.31422,-33.721184,1007.1,2014-07-11 19:26:22
849,150.3141,-33.720966,1009.9,2014-07-11 19:26:45
850,150.3141,-33.720737,1011.2,2014-07-11 19:26:59
851,150.31412,-33.720505,1008.5,2014-07-11 19:27:15
852,150.31418,-33.720276,1009,2014-07-11 19:27:28
853,150.3142,-33.72004,1003.4,2014-07-11 19:27:44
854,150.31424,-33.719814,1002.4,2014-07-11 19:27:58
855,150.31427,-33.71959,997.2,2014-07-11 19:28:15
856,150.31427,-33.719364,993.1,2014-07-11 19:28:29
857,150.3143,-33.719124,991.3,2014-07-11 19:28:45
858,150.31436,-33.71889,991.8,2014-07-11 19:28:59
859,150.31442,-33.718666,993.3,2014-07-11 19:29:12
860,150.3145,-33.718433,996.4,2014-07-11 19:29:25
861,150.31451,-33.718204,993.9,2014-07-11 19:29:42
862,150.31448,-33.71798,990.2,2014-07-11 19:30:02
863,150.31424,-33.7179,973.8,2014-07-11 19:30:48
864,150.31396,-33.717827,981,2014-07-11 19:31:07
865,150.31369,-33.717777,983.4,2014-07-11 19:31:23
866,150.31343,-33.7177,979.8,2014-07-11 19:31:37
867,150.31316,-33.717636,977.9,2014-07-11 19:31:52
868,150.31293,-33.717503,981.9,2014-07-11 19:32:15
869,150.31267,-33.717422,984.1,2014-07-11 19:32:35
870,150.3124,-33.717346,983.6,2014-07-11 19:32:49
871,150.31213,-33.71729,989.1,2014-07-11 19:33:06
872,150.31186,-33.71728,984.4,2014-07-11 19:33:32
873,150.31157,-33.717278,992.5,2014-07-11 19:33:49
874,150.31131,-33.717213,993.5,2014-07-11 19:34:14
875,150.31119,-33.716995,1007.5,2014-07-11 19:34:25
876,150.31111,-33.71677,1018.1,2014-07-11 19:34:41
877,150.31111,-33.716545,1016.9,2014-07-11 19:34:55
878,150.3111,-33.71631,1016.4,2014-07-11 19:35:09
879,150.31102,-33.716084,1013.8,2014-07-11 19:35:32
880,150.31104,-33.71585,1017.1,2014-07-11 19:35:51
881,150.31105,-33.715626,1014.2,2014-07-11 19:36:14
882,150.311,-33.715397,1011.8,2014-07-11 19:36:36
883,150.31116,-33.71519,1023.7,2014-07-11 19:36:51
884,150.31136,-33.715027,1036.3,2014-07-11 19:37:04
885,150.31145,-33.71481,1039,2014-07-11 19:37:31
886,150.31139,-33.714584,1033.5,2014-07-11 19:37:44
887,150.31145,-33.714367,1047.2,2014-07-11 19:37:56
888,150.31142,-33.714134,1039.9,2014-07-11 19:38:11
889,150.31133,-33.713913,1034.5,2014-07-11 19:38:29
890,150.3115,-33.713726,1038.5,2014-07-11 19:38:44
891,150.31155,-33.713493,1043.9,2014-07-11 19:38:59
892,150.31133,-33.713333,1042.5,2014-07-11 19:39:25
893,150.31116,-33.713154,1041.8,2014-07-11 19:39:44
894,150.31105,-33.71294,1049,2014-07-11 19:39:56
895,150.3108,-33.713055,1046.2,2014-07-11 19:41:05
896,150.3107,-33.71326,1042.5,2014-07-11 19:41:11
897,150.28958,-33.728493,950.8,2014-07-27 07:11:21
898,150.28926,-33.728546,951.1,2014-07-27 07:11:26
899,150.289,-33.728653,953.4,2014-07-27 07:11:31
900,150.28891,-33.728863,954.9,2014-07-27 07:11:35
901,150.2889,-33.729137,955.1,2014-07-27 07:11:39
902,150.28888,-33.7294,954.8,2014-07-27 07:11:43
903,150.28876,-33.72965,954.8,2014-07-27 07:11:49
904,150.28856,-33.72989,953.9,2014-07-27 07:11:53
905,150.28838,-33.73008,953.4,2014-07-27 07:11:57
906,150.2881,-33.729992,950.9,2014-07-27 07:12:01
907,150.28787,-33.73021,946.1,2014-07-27 07:12:06
908,150.2877,-33.730404,946.1,2014-07-27 07:12:09
909,150.28754,-33.73061,946.4,2014-07-27 07:12:12
910,150.28722,-33.730602,948.1,2014-07-27 07:12:16
911,150.28693,-33.730686,947.8,2014-07-27 07:12:20
912,150.28667,-33.730755,947,2014-07-27 07:12:23
913,150.28642,-33.730896,947,2014-07-27 07:12:26
914,150.28621,-33.731102,947.1,2014-07-27 07:12:30
915,150.28613,-33.73132,948,2014-07-27 07:12:34
916,150.28606,-33.73155,947.5,2014-07-27 07:12:38
917,150.2859,-33.731766,946.6,2014-07-27 07:12:42
918,150.2857,-33.731945,945.1,2014-07-27 07:12:45
919,150.28549,-33.73213,943.8,2014-07-27 07:12:48
920,150.28522,-33.732216,945,2014-07-27 07:12:52
921,150.28497,-33.73211,945.5,2014-07-27 07:12:57
922,150.28476,-33.731934,946.7,2014-07-27 07:13:03
923,150.28445,-33.731873,947.4,2014-07-27 07:13:08
924,150.28421,-33.731976,949.2,2014-07-27 07:13:12
925,150.2841,-33.732197,948.6,2014-07-27 07:13:17
926,150.28412,-33.732468,951.6,2014-07-27 07:13:22
927,150.28416,-33.73273,955.6,2014-07-27 07:13:27
928,150.28418,-33.732956,957.8,2014-07-27 07:13:35
929,150.28416,-33.733208,959,2014-07-27 07:13:43
930,150.284,-33.733395,962.4,2014-07-27 07:13:54
931,150.28381,-33.733593,963.3,2014-07-27 07:14:04
